id,text,user_id,pre_lab
1126908074919387137,RT @ExGruene: Die #Kopftuch Feministin Chaymae wird nach dem Schubser von #AliceSchwarzer als Opfer eines rassistischen Angriffs dargestell…,1035218608513851392,0
1126898700683501569,RT @SteinbachErika: Einfach skandalös! https://t.co/dC5NXFbviQ,897494676743356417,0
1126903628990701568,"@TurgayArdahanli @Real_AlBundy @BILD Erdolf ist schlimmer als Hitler.
Erdolf lässt Babys hinrichten ,frauen vergewaltigen und töten 🤮🤮",1113163716990779394,0
1126901129156157440,"Nein, alles was zwei Pässe hat sind ""Deutsche mit Marokanischen Hintergrund) unsere Regierung und Merkel ihre Sende… https://t.co/SPyuUVBdBn",745132466256519169,0
1126839556781826048,@drunkenraindrop Ich hab gefragt ob du dumm bist?,999879492486152193,0
1126842434082824192,"RT @GeraldGrosz: Frau Merkel, Frau Barley! In Wahrheit vollziehen Sie mit Ihrem polygamistischen Einbürgerungsgesetz nun auch rechtlich jen…",4220971589,0
1126843402983804928,RT @Knuddelbacke: Die Fröbelschule Aschaffenburg integriert sich in den Islam https://t.co/SZvXH26tb4,2285705570,0
1126838931834720256,Hocke meinen Arsch ins Auto und fahre 30min zu meiner Schwester. Dort angekommen klingel ich schon dezent verzweife… https://t.co/UmYWMdfyJG,31772908,0
1126848356435865600,900.000 deutsche „Flüchtlinge“ im EU-Ausland https://t.co/8RsEOvFFY0,701797092814094336,0
1126845076473360390,"Die Aerith is schon ne hübsche, aber ich warte vergeblich auf Vincent Valentines reitbares Gesicht",709725113520934912,0
1126838210401902595,"RT @_donalphonso: ""Der deutsche Gossenkomiker bezeichnet uns Österreicher alle als debil, ich wähle ganz schnell die Grünen, damit er mich…",24194455,0
1126844199901564930,RT @Daffyfuq: Ihr habt alle einen Stock im Arsch weil ihr keine Pornos mit gummipuppe hochladet,264872673,0
1126847425291923456,"RT @RfD_BRD: Frau #Bundeskanzlerin Dr. Angela #Merkel nehmen Sie bitte den Satz zurueck: ""Der #Islam gehoert zu #Deutschland.“ https://t.co…",4646349136,0
1126859551041576960,RT @krippmarie: Wirtschaftsaussichten: Deutschland ist am Arsch https://t.co/wB51VpVLy2 via @jouwatch,2938128700,0
1126864420636901378,"RT @_donalphonso: ""Der deutsche Gossenkomiker bezeichnet uns Österreicher alle als debil, ich wähle ganz schnell die Grünen, damit er mich…",1238447220,0
1126852148103458817,@ZDFheute Die Politiker kriegen nie genug-egal wie viel ihnen das Volk in Form von Zwangsabgaben gibt fordern sie i… https://t.co/2jSNivXrFc,888098322556350464,0
1126852231968509953,#FF Tipps =&gt; @immofux @Hoteltagebuch @ImmoRogers @Makler1Muenchen @RAMathiasMuench @IMMOVATION_AG @stadtvermieter… https://t.co/KcBJLbAdv8,2776254879,0
1126851363760148480,"@HaticeAkyuen Ist doch ganz einfach: wenn die muslimischen Frauen ""freiwillig"" das Kopftuch tragen, dann können doc… https://t.co/CEd2M6iZmk",210524522,0
1126860150806142976,@stayawakexo @IcyS0da @KongStrongRU @Saskia_Harmon stellst du dich eigentlich so dumm um zu triggern oder was ist d… https://t.co/RIYhacY9Q1,1023967791324516352,0
1126860477970157569,@juviatears Zahls mir einf zurück ✌🏼😔,2679388631,0
1126766160655949836,RT @UgMads: ZDF lüftet pikantes Geheimnis um Angela Merkel https://t.co/pZY9byIr7u,859730985872752641,0
1126768220084424704,@HolgerEwald1 @China_Welt_News denen geht der arsch auf grundeis,1006788340644044800,0
1126770401084755968,@Zyendra1 Dann hätte ich nur einen dummen Kommentar bekommen :/,75047359,0
1126762125752274945,#FridaysForFurture voraus! Oder wie die Regierung sagen würde: ooh diese dummen dummen narzisstischen kinder und ih… https://t.co/eTYmiPDUbs,3209379981,0
1126762289304981505,@morgenpost Und nicht alle Grünen brauchen Freigang.,1006910173842157568,0
1126772867339673600,"@KNA_Redaktion @bodoramelow Hmm, ab 1933 unterstützte die Kirche ja auch die Nazis! 🤷🏼‍♀️",837814983941582848,0
1126765908985180165,"@_andakawer Arsch, Feldweg, Globoli.",1010997127756091394,0
1126766680774856704,Totale Unterwerfung – Dahlia Sky wird von einem Fremden in den Arsch gefickt! – Grobe Rollenspiele Fantasy Sex mit… https://t.co/YTOJ1GgsPI,1105016644563357696,0
1127089340193169410,"RT @gerhardschwar11: Kinder Wohlhabender können soviel
in Nebenjobs verdienen, wie sie
wollen; die von Leistungsbeziehern
tragen ""abzugspfl…",2427530408,0
1127086156678684672,Merkels größte Lüge https://t.co/cdI7pSCdLL,810049833163689984,0
1127086316083122176,RT @GriffinthePeter: legende einfach https://t.co/TagdvUzPOI,786588256481738752,0
1127082205648437248,Gabriel V. 🖤 https://t.co/apynLAt21z,242558496,0
1127086529980129280,"RT @mozart2018: Sie zerstört unser Land
  ihre Opfer sind vor allem unsere Frauen https://t.co/CExVLDn8wE",1041636603548954624,0
1127083413620576256,"RT @333Goltz: @AndreaSchlegel3 das stimmt,  das ist auffällig bei den linken Gruppen  RAF Antifa,  Morde Brandstiftungen  usw und den neuen…",1073321411375230976,0
1127046130452316160,@BILD Der Spinner schon wieder...,814136650339061760,0
1127012018186276864,"D

         A
            Ab
               G      G

                 F   F

DD               D",1119654630391255040,0
1127001763121369090,"Warum können nicht Lets Plays einfach zu Trends gehören, damit leute wieder Tony Hawk, Ratchet &amp; Clank. Lets plays… https://t.co/AIGtunjfD7",3007756799,0
1127008176199454725,Richie Kotzen https://t.co/sjcxkPJz1H,852852529679314944,0
1126784133252952064,Es stimmt halt.,4257515363,0
1126780031219523584,@AkebanBluepaw Ist halt voll die scheiß verarsche das geht gar nicht 😡,3588060075,0
1126781977401671680,"RT @_donalphonso: ""Der deutsche Gossenkomiker bezeichnet uns Österreicher alle als debil, ich wähle ganz schnell die Grünen, damit er mich…",890584546164576256,0
1126775102899511296,"Seits bei Cafepress diese scheiß E-commerce-Verkäufe gibt, sind die Provisionen noch kleiner. Und man kann seine Pr… https://t.co/cBVgbkK03M",309106105,0
