id,text,user_id,pre_lab
1127029089003425792,"RT @dccc: For Washington Republicans to repeal Obamacare, they'll have to go through us 💪💪💪
https://t.co/VoiZPoJpO1",18302410,0
1126996339886305282,@Externalization Orange who?,3309352045,0
1126927226115698689,Shit,249562894,0
1126981483636203520,I need you now 😭😭,1084436016138579969,0
1127002782303760385,"@DocBender So, you're drinking a caffeinated water?",472973268,0
1126897287190368257,RT @muftimenk: Don’t stress over things you can’t control. Hand it over to the Almighty. There’s no need to spend sleepless nights thinking…,1040937961280352256,0
1127054074464145408,Bro I sick of being tried SMH,134331954,0
1126906770515943424,"RT @chaelicendgame: ""to everybody out there who feels like you're not worth it and cannot get through to whatever is coming against you're…",6849132,0
1126963032922501122,Tried studying for 10 whole minutes and I just . can’t what the fuck please fix my brain @NASA,754443313189642240,0
1126879914391556096,"RT @SledgeWill: hints are canceled, speak the fuck up",1079601114775904263,0
1127000995568001024,RT @SHOWtibzLOVE: White people saying we’ve had 25years to make a change... why do they have 25 year old racist kids?,711272617198624768,0
1126903352154046465,RT @T_rawclutch3: Not Deion ass 🤦🏽‍♂️😂 https://t.co/RdmWmihDwi,451510746,0
1126974353327964160,@fredthegeminiii @FourEvaThuggin Big facts,2460800722,0
1127036198361239552,RT @Abigail_in_1692: @SandraWocs @StormyDaniels @MacTroll5 @RachelStarrxxx @MichaelAvenatti It was Trump who cheated on his wife.After she…,700096998,0
1127032104720764928,Trash #Rockets,97687809,0
1126943365830987779,@thankuselenaa have u even seen the video? why would she just come up with all that shit,4722278901,0
1126820086835232769,"@MasethabaMalek1 We have to be investor friendly. 
Treat them like gold. 
But we give into stupid failed ideologies… https://t.co/YlOhPfktw5",192828310,0
1126893327784267777,RT @realDonaldTrump: James Comey is a disgrace to the FBI &amp; will go down as the worst Director in its long and once proud history. He broug…,988068354,0
1126857189627445249,Absolutely fuck you.,715004024,0
1127026828252782592,You’re very pretty 😍,905584218977206272,0
1127031173564203008,"RT @Rachel__Nichols: Daenerys of the House Targaryen, the First of Her Name, Breaker of Chains, Mother of Dragons, watcher of NBA games. ht…",1423377012,0
1127057597675315202,@khalil_rodgers WOOOWWW ISNT THAT CONVENIENT!? ISNT THAT FUCKING CONVENIENT!? https://t.co/aCc4A3fqLu,196381275,0
1126928874493947905,Lame ass nigga doin lame ass shit,2944826057,0
1126752109725044741,Spend a few evenings. You will not regret -  https://t.co/i5mXvf7IDK #Alex #Hyland #accent_press_,3907357156,0
1126801644459454469,"RT @rjcmxrell: im not fine, i need you",755244882,0
1126918615209521154,I met some amazing ass people this school year I hate to see it all end 🥺,959477682647044096,0
1126764646524829702,"RT @sevynseas: *bohemian rhapsody starts playing*

my brain:
don’t do it 
don’t do it
don’t do it 
don’t do it
don’t do it 
don’t do it 
do…",820667247278587904,0
1126849706989162496,"@realDonaldTrump And if they decide to use other markets than US?
EU for instance? Either way, you are fucking your… https://t.co/bFiCNG98Xn",4428826283,0
1126819247982817281,@GOPChairwoman @realDonaldTrump Cause they never had anyother platform except rape the American Ppl and the world if you're a Clinton,1002611099248791553,0
1126875661363081216,"RT @akashbanerjee: Ever wondered why Modi gave up blaming #Nehru for everything &amp; shifted his focus on #RajivGandhi instead?
That is becaus…",843098600,0
1126910503459196928,@CharleneWhite He could have cut off his own hand to show how sorry he was &amp; it would not have made a blind bit of… https://t.co/ehcVMJaGBW,2187116645,0
1127015759513677825,"RT @relijoon: “we’re not kings of pop, we’re just like boys of pop from korea” BTS have literally sold out stadiums in multiple countries a…",1121964046855499784,0
1126861929203499009,RT @AbuYoshi: DID THIS BITCH JUST- https://t.co/2ETyYiY8TY,711724929478225920,0
1126992422406381570,RT @powerxsurge: I'm fucking crying 😂😂😂😂😂😂😂 https://t.co/U16pbYyhcI,3246444542,0
1126974273648713728,"RT @neoculturefakes: Ten and Winwin can't stop fucking while they're away in China. Even after flooding his hole with his nut, Sicheng got…",1113943770087686146,0
1126863510447710208,"RT @TavianJordan: Summer ‘19 I’m coming for you ! No boring shit ! Beach days, road trips, kickbacks and HOT DAYS ! I’m ready I’m ready I’m…",574057859,0
1126871362176466951,"Why is this sadistic boi so charming???? 

I'd kill to be Juuzou! Like you have no clueeee!! https://t.co/yoRUfqdvhC",853649852164526081,0
1126930493499269120,Fuck You,354013872,0
1126809106122268672,bapie? youre baby? i will literally never stop with the baby redemption au https://t.co/EgYyd6okNO,4901994375,0
1126963511048003586,RT @ukpuru: Plain woven raffia cloth (mkpuru?) taken from the Igbo ('Eboe') country by William Baikie before 1856. British Museum. The firs…,111476209,0
1126958171690500099,"RT @realDonaldTrump: Over the course of the past two days, the United States and China have held candid and constructive conversations on t…",954369168140324864,0
1126820921501679617,I need hash browns,155303869,0
1127015566575845377,"RT @impapitrees: Nobody:

Me: after my bitch get out the shower  https://t.co/slk92Glegy",2264595612,0
1126868505876238337,@realDonaldTrump You are so fucking delusional you have hurt our Farmers you will hurt incoming product you suck as… https://t.co/nxjoQwj2uV,1116762890097135616,0
1126849568585338880,"RT @sunkissjimiin: If you don't KNOW this movie , you're probably too young !! https://t.co/RudhoJc8rK",986557686043918336,0
1127089642178670593,RT @BIGBOSSTUNNA: I’m at a place in my life where.. all y’all can kiss my ass.😂😂,1126329759380725760,0
1126892925126873089,RT @mensaintshit: This is yalls america? Where white men can rape a girl and get away with not even a year of jail and WOMEN get 10 YEARS f…,2851710240,0
1126979503933149184,You don't know who iam but i know you😄,770026891076067328,0
1126970012231716865,"RT @RICOVTHEG: Plot twist: You can still contract STD’s from using condoms or just oral.

Get checked, people. Routinely. https://t.co/cbtZ…",1561781094,0
1127083929503186949,@Grimezsz hey ☢️ we all know you're drowning so don't. I'm gonna call you out and make you look dumb! (For women's equality),312392386,0
1127005647038365696,RT @NifMuhammad: Shel Silverstein always looked like he was about to get up to some shit that I wouldn't want any part of https://t.co/pAEW…,1019681775054860288,0
1126953532786135040,Okay do the damn thing  https://t.co/Is43C9vhP5,4061057654,0
1126867167910219777,@Hardpops571 Fuck me please let me suck that cock dry and clean,2942257484,0
1126810855167885312,2 people followed me // automatically checked by https://t.co/dcqbK4zJuC,836932405,0
1126912562862358528,RT @AliceAvizandum: Just for once I would like it if white trans women didn’t act like we’re the only oppressed minority in the course of h…,355965154,0
1126963037079003136,RT @nkaiferiii: I use y’all here bc I cannot relate ijn. My confrontational ass is just waiting for anyone to do something I don’t like so…,134573871,0
1126983555635130368,@cuppymusic @Maybelline You too fine abeg,1120825601588375552,0
1126778311575625728,@seanpcc You on that sus shit bro,1069577703894900736,0
1126896410568216578,RT @lachicapicante: Y’all stuck kids in cages and separated them from their parents but you’re pressed over a fetus. Fucking Republicans. h…,715255694253948928,0
1126881671788335104,@AggroFlare It’s sick 😎,773486698168627200,0
1126855461603614720,"RT @dbongino: Richard Burr is not a Republican.
He registers as one, and he runs for office as one, but the reality is that he’s nothing mo…",894377985226280966,0
1126941788772737025,"RT @realDonaldTrump: Over the course of the past two days, the United States and China have held candid and constructive conversations on t…",66275900,0
1126967789258985478,"My mom cracks me up, I’m wearing my fav perfume and she thinks I’m going on a date but I’m just going out with my cousin 💀💀",456135642,0
1126781843183849472,@weedcriticsTm @SenThomTillis @DonaldJTrumpJr Hell yeah it has.  Why don’t they just release the fucking report if… https://t.co/nLzDzLDtWZ,817080753318219778,0
1127036609378037760,RT @powerxsurge: I'm fucking crying 😂😂😂😂😂😂😂 https://t.co/U16pbYyhcI,975457871574990849,0
