id,text,user_id,pre_lab
1127461026830737408,@aajtak उर्मिलेश चाचा के अंदर कांग्रेस की खाई हुई बहुत पुरानी मलाई है ।। जो रह रह के निकलती है😁😁😁😁,877899715068735488,0
1127461056152911872,"RT @BJP4India: जब इन्हें मौका मिला, तो इन लोगों ने अपने लिए लाखों-करोड़ों के बंगले बना लिए। 

जब मुझे सेवा का अवसर मिला तो मैंने मेरा बंगला…",581629666,0
1127460716422651904,"RT @rssurjewala: मोदीजी दलितों के लिये घड़ियाली आँसू न बहायें।

भाजपा शासित उत्तराखण्ड में दलित युवक की दिनदहाड़े हत्या हुई,जिसे भाजपा सरका…",923892620178235392,0
1127460745812283393,"RT @yogrishiramdev: वोट से हर खोट को दूर करें।
वोट लोकतंत्र की सबसे बड़ी ताकत व जिम्मेदारी है, लोकतंत्र के साथ देश का वर्तमान और भविष्य वोट…",1042644586269732864,0
1127460754167193600,"RT @NavbharatTimes: भ्रष्टाचार हो, महंगाई हो या 1984 में हजारों सिखों का कत्ल हुआ हो इनका जवाब यही होता है- 'हुआ तो हुआ'। जिस अहंकार में ये…",1046398297487945731,0
1127460766766919680,RT @Badka_Bokrait: आएगा तो मोदी ही. लेकिन बादल हुए तो मालूम नहीं चल पाएगा.,962625050871386112,0
1127460770969636865,"RT @Sunil_Deodhar: ममता बनर्जी इतिहास आपको एक क्रूर कातिल के रूप में याद करेगा! 

इन लाशों की आड़ में आप अपना चेहरा नहीं छुपा सकती! 

ये का…",78081339,0
1127460796110331904,RT @agrwal_akhil: आज दिल्ली वालों सोच समझ कर वोट करना एक बार आप पप्पू बन चुके हो आज नहीं बनना जो आदमी अपने गुरू का नहीं हुआ वो आपका किया हो…,979231604605313025,0
1127460825470341120,"RT @Dharmraj7265: CRPF के डीजी का बयान-
बंगाल की जनता खूलकर करें मतदान
जहां मिलेंगे ममता के गुंडे वहीं कर देंगे, 
उनका काम तमाम!",1017598693384466432,0
1127460859045765120,"RT @kala_chaturvedi: हाल ही में भरतीय  स्कॉर्पिन सीरीज की चौथी पनडुब्बी ""INS वेला"" लॉन्च हुवा तब एक पंडित जी द्वारा विधि विधान से हिन्दू सं…",293318756,0
1127460867442823168,"RT @BJP4India: भ्रष्टाचार हो, महंगाई हो या 1984 में हजारों सिखों का कत्ल हुआ हो इनका जवाब यही होता है- 'हुआ तो हुआ'।

जिस अहंकार में ये लोग…",3281711419,0
1127464969463685120,"RT @ZebaFatimareal: मुझे हराने वाला कोई पैदा नहीं हुआ, मैं ईश्वर के लिखे लेख को भी मिटा सकता हूँ : निरहुआ

भगवान को चुनौती भाजपाई ही दे सक…",923564899896254466,0
1127464969472053248,"RT @jayshankar639: अरे भाई साहब

दलित सीट से कोई भी दलित ही चुनाव लड़ सकता है

क्यों झुठ फैला रहे हो 

वैसे भी रायता फैलाने को बहुत लोग हैं…",799772865407041536,0
1127465065945260033,"RT @Sunil_Deodhar: ममता बनर्जी इतिहास आपको एक क्रूर कातिल के रूप में याद करेगा! 

इन लाशों की आड़ में आप अपना चेहरा नहीं छुपा सकती! 

ये का…",2472479155,0
1127465086879014912,"RT @SinghAwantika: चुनावी प्रक्रिया बेहद पारदर्शी हो गयी है, लेकिन बुरका पहनी महिलाओं की चेकिंग क्यों नही हो रही, क्यो उनके चेहरे का मिलान…",473009879,0
1127465137248526336,"@sharadknp @narendramodi ये व्यापार बंद हुआ 
तभी तो इन्का मन डरा हुआ
बिती गल्तियों का खुलासा हुआ
ऐसे ही गुरू नही कहता "" हुआ तो हुआ """,111968897,0
