id,text,user_id,pre_lab
1130287442450419713,"Fucking stab the bitch, Jon! #GameOfThrones #TheLastEpisode",707669091704823808,0
1130192034600407040,RT @alexivenegas_: I would rather die of thirst then drink a fucking root beer,4124510354,0
1130115815737561095,Dany is a dirty bitch. And she is going to kill everyone who knows that Jon is the rightful heir.,333564034,0
1130230722864852992,"RT @PurelyFootball: 🗣Roy Keane: ''You look at Matthijs de Ligt, he’s captaining Ajax at 19 years old earning a modest wage. Meanwhile Rashf…",478828784,0
1130226415322980352,"RT @jes_chastain: My theory:
Sansa ends up on the Iron Throne
Arya becomes the hand of the Queen
Daenerys kills Jon Snow
Arya kills Daenery…",407351519,0
1130255213426876418,"RT @drtlaleng: Tap water. 
Phuthadithjaba, 19 May 2019. https://t.co/InndLUF1de",2570270543,0
1130139479984005121,"RT @lustwreck: ""yesterday i bit my tongue eating green asparagus"" - kim taehyung, 2019 https://t.co/9CXyO6yciF",1116486466601934854,0
1130314663475011584,RT @the_ironsheik: FOR THE LAST TIME ALL YOU CAN GO FUCK YOURSELF #GameOfThronesFinale,346586762,0
1130324658492854272,"RT @aNateScott: I also hope you'll all join me in my ""idiot dragon"" reading of the finale https://t.co/CP48NZk88T",10335762,0
1130128943913345024,RT @rfrass: And then when you’re drunk you’re like “I know sober me would be so mad for spending this money but IDK WHYY I’ll be fine!!!” T…,954244827419324416,0
1130046861363044352,"RT @tizgambacorta: VIDEO: Why You Need A Sub Niche? (How To Niche Down)
https://t.co/AMjhzniJEE

#makemoneyonline #onlinemarketing #affilia…",986654381801172992,0
1130242680854913024,RT @LIBGyal: I know Ciara be sick to send her son over to this man's house. 😭 https://t.co/iWqln1Fxju,1053571316132003842,0
1130302709712793600,"Lmfao stg passed a little piece of paper with the answers on it, peeped around the sides.",953310067192991744,0
1130139287041691648,RT @trvpism: have you ever just randomly cried because you’ve been holding shit in for too long?,1090507952350408704,0
1130154394920640515,RT @Jamierodr14: .AWESOME! Democratic hopefuls have no idea who they are up against! 63+ million Americans who are sick of Liberal Hypocrit…,84911934,0
1130321647012065280,Coming close to 150 followers and I’m thinking of doing a giveaway,4838618482,0
1130210892220706817,You know humanity is retarded when you can't find any drill machines which can work in tight spaces (like dentists… https://t.co/I1EG2zNPrM,801764122002096132,0
1130135113730273284,RT @LazyHooves: I woke up in a cold sweat this morning furiously shaking with pure artistic power to fucking draw you this cryptic ass sea…,1024092546656546816,0
1130125286450769920,RT @atti_cus: Even I don’t think BJP is going to cross 200 and also don’t think INC will be less fhan 100. Let’s see. 3 days. https://t.co/…,2532129314,0
1130130307045138433,RT @zeilreigan: When you fuck up your beard and have to be Dad for a while. https://t.co/Wgc9t2wSIL,3098238349,0
1130266726795567104,RT @chrissyteigen: I am so stupid and so tired please stop expecting things from me,1486047841,0
1130125458413166594,"RT @realMonatePizza: We have started a woodfired pizza business, and it is called Monate_Pizza. It is the best pizza ever and we need all t…",56632071,0
1129998324872859648,RT @charliekirk11: RT if you think Republicans should be giving Trump awards and THANKING him for what he’s done for our country not talkin…,25150161,0
1130298762885238785,RT @JazzieBURR_: Brienne said #myman’s shit will be well-written and thorough. We love a loyal bitch.,201866925,0
1130286893004931075,RT @RajahTavares: This video of me in high school will never not kill me 😭 y am I like dis https://t.co/HEQS9EoU7b,614779517,0
1130001093105246210,"RT @NoOoNeEe999: @MoSalah @TaylorRooks: what is the no.1 issue in the world right now you're Fighting for?
@MoSalah: I think the women righ…",1614645806,0
1130137022138445824,"RT @thekillakay_: At this point , fuck it",759041662999900161,0
1130150775261421572,"RT @Aeonian_V: @BTS_twt [TRANS]

Jungkook-ah I love you

🔈:🐹Who are you! 
🐥It’s jungkook 😂
🐹Who is it!
🐥Ah Jungkook-ssi
🐹Ah Jungkookie
🐰You…",1006710089565253633,0
1130143527495774212,"I got stalled on hard than a mf yesterday, forgot what that shit felt like 😂",1127236296928387072,0
1130309705799090177,"RT @spunknsplendor: Drogon is mourning. I am mourning. I'm a mess! Drogon said if my mother can't sit on it, no one can. F*ck all yall. #Ga…",160596115,0
1130170031306956800,RT @mrOluwaG: when the Netflix movie is finally over and it's time to fuck https://t.co/JQYE3qNJXN,2683646562,0
1130316819368218625,"RT @DragonflyJonez: Dany was all up on Jon like ""Ok oh shit we bout to be fucking again huh ok ok let's gon head and get it in then shit I…",391018636,0
1130182148621774848,@OT50YL Man Cables fucking trash! How’d ya keep a job in the NFL like that😳,30303452,0
1130286607796527109,@CokeboyRj @TooRichAir @BranFlynns Lmaooo they on yo ass Air,198041748,0
1130328269813944320,@Uzmaar 15 more days to go before Eid!!,2605024889,0
1130156349466271745,@citizentvkenya While our President is enjoying https://t.co/zuLSiMo5iy,1085160078771212289,0
1130189161498054657,"What Festival would be complete without mini doughnuts, so of course we have 'em #getyourkilton 

If you want somet… https://t.co/cRQ3wSDUZy",1252793118,0
1130028901361520641,RT @RD_BANA: These Jihadi’s sponsored by Pakistan are spread all over India....they need to be hounded and thrown in before they get more o…,2217575684,0
1130331855947886592,"Its fine, i always be like that and noe one cares 😂😂😂",1081491511391342593,0
1130164033422811137,RT @bniceloco: Niggas do the funniest shit when they're high 😭😭 https://t.co/t85BSS87JY,2383748301,0
1130189769672028160,"RT @WhitneyySanders: everyone: wow you’re so nice!! i thought you were gonna be a bitch!!!
me: https://t.co/j4MB6183A5",3225516078,0
1130296682493513729,bob (sierras dad not odenkirk): man i need to get up.. jeez im Mr. fucking Horizontal over here,1001616791246798848,0
1130208342054322176,"RT @tristanfaithw: you’re giving up your DREAM, son. 
no dad, i’m giving up ~your~ dream. https://t.co/Oqhgp7QX6T",4700762964,0
1130093409757278208,RT @DollFaceBeautii: Don’t nobody wanna see that shit. https://t.co/3pHIBvkqOV,4424686407,0
1130232597714309120,RT @hopeworldians: The mang headbands sold out msndjskdjdkd y’all think you’re slick! https://t.co/0ED2uda0Sd,754461212566360064,0
1130300130236817414,RT @theblackercaleb: Cersei in hell watching Daenerys get killed by a family memeber she was fucking #GameOfThronesFinale https://t.co/zUYv…,47203417,0
1130237140166729728,"RT @RealBiddle: @realDonaldTrump These accomplishments will never Happen under a Democrat President!
#Trump2020 https://t.co/KPqxNsEAM3",1057642761095135232,0
1130015290857807873,is that a vacuum cleaner with a mouth https://t.co/ZvUrFQqqrQ,915764788084531200,0
1130137131173765122,Ain’t nobody clicking that shit,1069338947434762245,0
1130133700249870336,"RT @Kekestrella: Idk why you’re cappin acting like you don’t be having unprotected sex with my brother. If you’re against abortions, don’t…",2700095879,0
1130284951038042112,RT @lopezeduardo18: My kids better be this stupid instead of playing on a damn tablet! https://t.co/HLctLULAGT,1030152611503255563,0
1130102817568374794,They're showing Scrubs from the start on 4 music this week. Is anyone else finding that it won't series record only… https://t.co/Ft07aJUpti,2976479356,0
1130100317771706371,"It’s simple you old fool.   Athletes get paid millions because fans buy gear, tickets and concessions.  Noone buys… https://t.co/mb2RSTj7ME",1318495800,0
1130300478347198466,"RT @YourFavoriteZoe: ""Jamie Lannister rather fuck his sister than a real bitch

Period""

#GameOfThrones https://t.co/eSNJOcTpbq",209593448,0
1130217372386758660,"RT @JasonIsbell: I could’ve told you Euron was the “Anyway, here’s Wonderwall” guy in the bunch https://t.co/ceH8rsKdQq",15690179,0
1130243221890555904,"@PalmBae No not unpopular, that bird shit is disgusting",1082055652111933441,0
1130228864779804673,"RT @cdopeland: I’m 2 min into this jake paul Cody Ko video, fav part def has to be when Jake tries to embarrass Cody for his old “little ba…",909627793570492416,0
1130169196611031042,RT @winterfeIIbucky: 67. olenna tyrell chugging poison and then confessing to joffrey's murder is still the most boss ass bitch thing anyon…,2719375953,0
1130224154580520960,"@2ndLightDiv @1UPGAMES Sorry, I am committed to being at @CasualDragonGms that date!",2564331331,0
1130308921464221698,@AndrewDHaner Go get it! We will be ready for you!,941518773978218497,0
1130242538235977728,@BRUNN_DMC Probably.,862494609536143360,0
1130124611184615424,RT @defbabybird: We thought we would be getting actual proper spoilers but all we got were strange noises and random hype movements 😂 never…,988183062147026949,0
1130042163738185728,"RT @Punofgod: @timesofindia @Brahmeme @TOICitiesNews This sign is saying don't stop rape...

Kind of stupid.",827454531160117248,0
1130031321462517760,RT @yungmuh: Bitches be 3 drinks deep at the club and start forgetting to suck they tummy in 🤨,579372879,0
1130262515714273281,ANOTHER FUCKING TITLE?!,3316406891,0
1130025592034910210,"RT @Saffiya_Khan1: @lucyfrown “Innocent people”

No one who turns up to support the racist, fraud, thug and radicaliser ‘Tommy Robinson’ is…",4228189590,0
1130185772513026048,@realDonaldTrump Yes I agree with you June 2019 will be a good month for your impeachment,1125093982890074115,0
1130272242296860677,@Raynbug33 Who do you think you are https://t.co/LISBt2VVXu,874113625,0
1130193620072652801,bitch I’m burnt asl🥵,783434670,0
1130244249491058688,RT @exozerofour: his smile??? my knees are weak he’s SO handsome https://t.co/vaQdGpd4L5,1936090273,0
1130106722461409280,I think jb farted LMAOOOO,1009425426601644037,0
1130066163566874625,RT @mochi_jimin80: DO YOU THINK @BTS_twt WILL COME TO @BGT??? OMG 😯 https://t.co/OvTmqrMrnB,4417159174,0
1130190147197255680,Sick and tired of doing my hair,2220633691,0
1130139287066955776,"RT @realDonaldTrump: Will Jerry Nadler ever look into the fact that Crooked Hillary deleted and acid washed 33,000 emails AFTER getting a m…",2968429751,0
1130209868789493760,"@LeahBolt__ Just stressing for everything at the moment :( but you know it, you’ll do so well!! Hoping we all know more than we think xxx",706257586375544833,0
1130131762481262593,"RT @arjmxrell: im not fine, i need you",966099026,0
1130030881073238016,RT @mickequ: the seahawk and mermista ep from before we had final designs of them... (RARE REDHEAD SEAHAWK) glad to work on a show where I…,1111961481837461504,0
1130164608076009472,RT @imsadloI: worst part about online shopping is getting up to get my card :/,896066098835017728,0
1130133175957688321,RT @evesjoyce: got these reusable make up cotton pads- only took one to remove full face of make up &amp; once u have used all 18 u can just th…,203673094,0
1130219637319315458,RT @stxvetxny: anyways fuck the james charles and tati drama bc I just found out that koalas are functionally extinct and have never been m…,2928030210,0
1130126842558443521,"RT @Aeonian_V: @BTS_twt [TRANS]

Jungkook-ah I love you

🔈:🐹Who are you! 
🐥It’s jungkook 😂
🐹Who is it!
🐥Ah Jungkook-ssi
🐹Ah Jungkookie
🐰You…",921493866112466944,0
1130166508083187720,"RT @jopower666: Is your #wife boring 

You want a second #love

Just like  #Hookups 

Or just want to #fucking around 

➡️ https://t.co/9MJ…",1117819461506150401,0
1130343348328386560,"Room is almost complete, I just need a little bit more things and it will be perfect 🤑",2955721046,0
1130313010919034880,"RT @JapuntichKim: These people are sick. 

https://t.co/KZxYeoDifJ",798923462907756544,0
1130081904793935872,"RT @realDonaldTrump: As most people know, and for those who would like to know, I am strongly Pro-Life, with the three exceptions - Rape, I…",2356728374,0
1130334850660151296,RT @BeyondLegends_: Who tryna beat my ass without the B?,312062616,0
1130288084162174982,RT @marie_brownsuga: I don’t kiss ass but I do apologize in situations that were my fault,862277946,0
1130281142609780736,"RT @realDonaldTrump: ....who got them there. Chris Wallace said, “I actually think, whether you like his opinions or not, that Mayor Pete h…",55423231,0
1130307772233519105,This was not the ending I wanted or thought would happen lol #GameOfThrones,39173043,0
1130323421206929408,RT @_0Gartist: Fuck it add the crack https://t.co/KKPQCsZb3u,2347421796,0
1130328756353228800,"RT @S7VENJ: I subscribed to your onlyfans to be let down. You twerk in what looks to be a trap house, you can't even suck dick for more tha…",853784552,0
1130214956471934978,RT @rukhsxr_: when he finally shuts up &amp; goes on ps4 to play with his stupid friends so you can message your future husband in peace &gt;&gt;&gt;&gt; h…,4530993868,0
1130157511313465345,RT @LifeOfJay98: As an ex fetus I can assure you that if my mama aborted me I wouldn’t know or give a fuck,1623812539,0
1130094881953767425,RT @lovingmishas: jensen looks so fucking good https://t.co/nS7OVqXdK3,1111745049849671681,0
1130218077034037248,"Doc, 
You've a myth about yourself that you're better than me... Write a script for yourself or perhaps get a secon… https://t.co/aipTKLbriM",549631911,0
1130303481447763968,When i found out Bran was going to be king,1063879851466141696,0
1130191665535303681,RT @CheshireMermaid: If you openly call another crew “faggots” and tell us ‘we’re trash’ because we simply protect our ship from you and yo…,2889809859,0
1130290588161650691,RT @PikaChulita: Black. Fucking. Excellence. https://t.co/wn8FAb4RYW,10776942,0
1130032500057739264,RT @NDBJay: Story of my fucking life https://t.co/774ALq8cDi,2948367383,0
1130216101525303298,RT @ANDREW1ALBERTT: This veterinarian has a comfort dog assistant that helps sick dog patients know that everything will be alright https:/…,1094955845278932993,0
1130159201592987649,i was shamelessly wheezing at my dms with mari and my brother fucking asked if im dying HAHAHAHAHAHA,1061628187908730880,0
1130176402441900032,@PlayOverwatch @rukku_27 they gave her a fucking school girl skin it's all over now,1110373192613289984,0
1130239480588193792,The Montlake Bridge has reopened to traffic at 3:31:01 PM,2768116808,0
1130098417768837120,The opinion word ankasa Ghanaians get problem plus am,291712449,0
1130271814482124800,RT @Brokeboizoo: Man fuck these offerUp niggas https://t.co/3LRT1iQDYu,2965453697,0
1130218823632805890,RT @_Erickaaaaaaa: raw sex = you better not be fucking anyone else https://t.co/JMz76w9cr4,81649334,0
1130076729022853120,"RT @FootballFactly: Roy Keane: ''You look at Matthijs de Ligt, he’s captaining Ajax at 19 years old earning a modest wage. Meanwhile Rashfo…",735364704936296449,0
1130140406916632577,RT @_lesleyallan: do you ever catch yourself being mean for no reason and youre just like???? go take a nap????,1069265531457363968,0
1130338893956567040,"Nobody is hating on you bitch, in fact NOBODY gives a damn about what you do or don’t do 😊",4145841520,0
1130312453089374210,RT @Jamierodr14: I’m part of the NRA and carry to protect my child and the ppl I love. I’m so sick of these Democrats calling us terrorist!…,968639584480518144,0
1130316920027328512,RT @caseyyjenae: Losing a best friend is probably one of the worst pains a person can go through. https://t.co/1dKJe95G23,761760774436032513,0
1130057900791963648,"RT @khalid69_A: the gorgeous blonde, Cherry, sucks her husband and after a good fuck in her creamy pussy she gets a creampie https://t.co/M…",1002014675167412224,0
